LevelNum,Level1,Level2,Level3,Level4
2,,Bridal,,
2,,Chinese Bazaar,,
2,,Computers,,
2,,Concept Shops,,
2,,Cosmetics & Beauty Supply,,
2,,Customized Merchandise,,
2,,Department Stores,,
2,,Discount Store,,
2,,Drugstores,,
2,,Electronics,,
2,,Eyewear & Opticians,,
2,,Farming Equipment,,
2,,Fashion,,
3,,,Accessories,
3,,,Children's Clothing,
3,,,Clothing Rental,
3,,,Department Stores,
3,,,Formal Wear,
3,,,Hats,
3,,,Kimonos,
3,,,Leather Goods,
3,,,Lingerie,
3,,,Maternity Wear,
3,,,Men's Clothing,
3,,,Plus Size Fashion,
3,,,Shoe Stores,
3,,,Sleepwear,
3,,,Sports Wear,
3,,,Stockings,
3,,,Surf Shop,
3,,,Swimwear,
3,,,"Used, Vintage & Consignment ",
3,,,Women's Clothing,
2,,Fireworks,,
2,,Fitness/Exercise Equipment,,
2,,Flea Markets,,
2,,Flowers & Gifts,,
3,,,Cards & Stationery,
3,,,Florists,
3,,,Gift Shops,
2,,Gold Buyers,,
2,,Golf Equipment Shops,,
2,,Guns & Ammo,,
2,,Head Shops,,
2,,High Fidelity Audio Equipment,,
2,,Hobby Shops,,
2,,Home & Garden,,
3,,,Appliances,
3,,,Christmas Trees,
3,,,Furniture Stores,
3,,,Hardware Stores,
3,,,Home Decor,
3,,,Hot Tub & Pool,
3,,,Kitchen & Bath,
3,,,Linens,
3,,,Materiale elettrico,
3,,,Mattresses,
3,,,Nurseries & Gardening,
3,,,Paint Stores,
3,,,Pumpkin Patches,
3,,,Rugs,
3,,,Tableware,
2,,Horse Equipment Shops,,
2,,Jewelry,,
2,,Kiosk,,
2,,Knitting Supplies,,
2,,Livestock Feed & Supply,,
2,,Luggage,,
2,,Market Stalls,,
2,,Medical Supplies,,
2,,Mobile Phone Accessories,,
2,,Mobile Phones,,
2,,Motorcycle Gear,,
2,,Musical Instruments & Teachers,,
2,,Office Equipment,,
2,,Outlet Stores,,
2,,Pawn Shops,,
2,,Perfume,,
2,,Personal Shopping,,
2,,Photography Stores & Services,,
2,,Pool & Billiards,,
2,,Pop-up Shops,,
2,,Scandinavian Design,,
2,,Shopping Centers,,
2,,Souvenir Shops,,
2,,Spiritual Shop,,
2,,Sporting Goods,,
3,,,Bikes,
3,,,Dive Shops,
3,,,Golf Equipment,
3,,,Outdoor Gear,
3,,,Skate Shops,
3,,,Ski & Snowboard Shops,
3,,,Sports Wear,
2,,Thrift Stores,,
2,,Tickets,,
2,,Tobacco Shops,,
2,,Toy Stores,,
2,,Trophy Shops,,
2,,Uniforms,,
2,,Used Bookstore,,
2,,Vape Shops,,
2,,Vitamins & Supplements,,
2,,Watches,,
2,,Wholesale Stores,,
2,,Wigs,,
